,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
765,Indiana,Montgomery,77.2,0.0,0.0,0.0,0.0,0.0,561.0,399.0,0.0,0.0,0.0,0.0,0.0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,31.0,96.0,4810.0,13.0,1436.0,4.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,36.0,2770.0,13.0,645.0,7.0,63.0,1599:1,440.0,98.0,8.0,2.9,0.0,0.0,2.6,3.0,3.1,0.0,0.0,2.9,3.2,0.08,10372.0,229.0,38317.0,51614.0,0.74,58867.0,26350.0,0.0,14837.0,32292.0,58080.0,49.0,62.0,44.0,17.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,39.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,23,6.0,299.0,11632.0,74.0,1295.0,9.0,85.0,38365.0,22.6,18.8,393.0,1.0,161.0,0.4,351.0,0.9,16.0,0.0,1971.0,5.1,35071.0,91.4,391.0,1.0,49.4,20112.0,52.8
766,Indiana,Morgan,76.1,0.0,0.0,0.0,0.0,0.0,1152.0,423.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,54.0,91.0,8220.0,12.0,4183.0,6.0,71.0,34.0,0.0,0.0,0.0,0.0,0.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,39.0,4740.0,11.0,1162.0,7.0,61.0,1644:1,863.0,93.0,6.0,3.1,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.03,9881.0,1974.0,41418.0,54863.0,0.75,67004.0,0.0,0.0,0.0,44875.0,68764.0,45.0,0.0,41.0,19.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,54.0,15.0,0.0,0.0,0.0,0.0,0.0,98,15.0,188.0,20965.0,79.0,1979.0,8.0,87.0,70707.0,22.2,17.8,391.0,0.6,264.0,0.4,523.0,0.7,36.0,0.1,1254.0,1.8,67517.0,95.5,129.0,0.0,50.4,33853.0,49.1
767,Indiana,Newton,75.9,0.0,0.0,0.0,0.0,0.0,252.0,449.0,0.0,0.0,0.0,0.0,0.0,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,11.0,92.0,1870.0,13.0,770.0,5.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,38.0,1174.0,14.0,310.0,10.0,29.0,3477:1,175.0,83.0,0.0,3.2,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.03,11057.0,-260.0,35849.0,52682.0,0.68,59246.0,0.0,0.0,0.0,42438.0,58470.0,58.0,84.0,34.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,16.0,47.0,4511.0,81.0,389.0,7.0,86.0,13907.0,20.9,20.3,128.0,0.9,74.0,0.5,68.0,0.5,18.0,0.1,1015.0,7.3,12514.0,90.0,162.0,1.0,49.3,14244.0,100.0
773,Indiana,Perry,77.6,0.0,0.0,0.0,0.0,0.0,286.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,12.0,74.0,2330.0,12.0,1366.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,37.0,895.0,9.0,260.0,6.0,42.0,2394:1,267.0,90.0,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.03,9466.0,-2036.0,35714.0,49842.0,0.72,44011.0,0.0,100179.0,0.0,0.0,51641.0,47.0,0.0,44.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,219.0,5777.0,75.0,537.0,7.0,78.0,19154.0,21.3,19.1,566.0,3.0,63.0,0.3,144.0,0.8,11.0,0.1,289.0,1.5,17912.0,93.5,10.0,0.0,46.0,10644.0,55.0
780,Indiana,Ripley,76.6,0.0,0.0,0.0,0.0,0.0,442.0,421.0,0.0,0.0,0.0,0.0,0.0,17.0,63.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,12.0,51.0,3520.0,12.0,234.0,1.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,1808.0,11.0,519.0,8.0,134.0,749:1,267.0,93.0,0.0,3.3,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.06,10586.0,-567.0,40674.0,50676.0,0.8,58849.0,0.0,98877.0,0.0,0.0,59397.0,46.0,0.0,21.0,21.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,108.0,8546.0,76.0,1024.0,10.0,79.0,28448.0,23.6,18.8,129.0,0.5,109.0,0.4,234.0,0.8,6.0,0.0,532.0,1.9,27176.0,95.5,114.0,0.0,50.3,23989.0,83.2
784,Indiana,Shelby,76.1,0.0,0.0,0.0,82.7,75.7,698.0,425.0,0.0,0.0,0.0,0.0,0.0,28.0,69.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,30.0,80.0,5360.0,12.0,2158.0,5.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,37.0,2674.0,10.0,678.0,7.0,89.0,1122:1,569.0,89.0,12.0,3.1,0.0,0.0,2.9,3.2,3.5,0.0,0.0,3.4,3.5,0.09,9607.0,2367.0,40459.0,50313.0,0.8,59252.0,0.0,0.0,42500.0,47125.0,59919.0,48.0,73.0,39.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,110,27.0,307.0,13100.0,73.0,1721.0,10.0,80.0,44871.0,22.5,18.1,586.0,1.3,165.0,0.4,359.0,0.8,65.0,0.1,2204.0,4.9,41081.0,91.6,192.0,0.0,50.4,23128.0,52.0
785,Indiana,Spencer,78.0,0.0,0.0,0.0,0.0,0.0,310.0,388.0,0.0,0.0,0.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,6.0,35.0,2270.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,39.0,1122.0,10.0,348.0,8.0,44.0,2247:1,261.0,98.0,0.0,3.7,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.1,9127.0,190.0,34642.0,54812.0,0.63,66667.0,0.0,0.0,45556.0,42179.0,58876.0,37.0,0.0,20.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,20,13.0,39.0,6625.0,80.0,472.0,6.0,74.0,20225.0,21.3,20.6,152.0,0.8,71.0,0.4,67.0,0.3,1.0,0.0,640.0,3.2,19101.0,94.4,26.0,0.0,49.6,20952.0,100.0
787,Indiana,Steuben,79.3,0.0,0.0,0.0,0.0,0.0,465.0,328.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,15.0,51.0,3820.0,11.0,3917.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0,0.0,0.0,0.0,0.0,0.0,38.0,2188.0,11.0,586.0,8.0,34.0,2903:1,306.0,81.0,11.0,2.9,0.0,0.0,2.8,2.9,3.0,0.0,0.0,2.4,3.0,0.06,10886.0,2848.0,38728.0,51588.0,0.75,62273.0,0.0,101471.0,0.0,0.0,59099.0,46.0,0.0,29.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,28,10.0,91.0,11377.0,79.0,1132.0,8.0,81.0,34831.0,20.2,21.7,268.0,0.8,135.0,0.4,246.0,0.7,16.0,0.0,1367.0,3.9,32495.0,93.3,177.0,1.0,49.5,22989.0,67.2
796,Indiana,Wabash,75.8,0.0,0.0,0.0,0.0,0.0,515.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10.0,8.0,30.0,3870.0,12.0,2360.0,7.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,37.0,1969.0,12.0,486.0,8.0,49.0,2052:1,499.0,84.0,0.0,3.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.04,9654.0,1149.0,33371.0,49920.0,0.67,55750.0,64213.0,68182.0,0.0,64196.0,56395.0,51.0,0.0,35.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,31,14.0,173.0,9653.0,76.0,1036.0,8.0,80.0,30784.0,20.5,21.8,254.0,0.8,230.0,0.7,191.0,0.6,8.0,0.0,864.0,2.8,28930.0,94.0,115.0,0.0,51.4,16439.0,50.0
801,Indiana,Wells,77.2,0.0,0.0,0.0,0.0,0.0,373.0,366.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,10.0,43.0,2910.0,10.0,3503.0,13.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,1586.0,10.0,448.0,6.0,46.0,2165:1,360.0,95.0,0.0,3.2,0.0,0.0,3.0,3.2,3.3,0.0,0.0,2.9,3.3,0.04,9720.0,2860.0,36538.0,48867.0,0.75,66597.0,0.0,0.0,0.0,52885.0,57938.0,38.0,82.0,25.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,59,22.0,132.0,8613.0,77.0,885.0,8.0,79.0,28142.0,24.5,18.8,244.0,0.9,83.0,0.3,189.0,0.7,12.0,0.0,923.0,3.3,26380.0,93.7,50.0,0.0,50.6,13973.0,50.6
803,Indiana,Whitley,78.8,0.0,0.0,0.0,0.0,0.0,457.0,342.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,19.0,67.0,3620.0,11.0,404.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,1855.0,9.0,572.0,7.0,29.0,3438:1,443.0,89.0,0.0,3.1,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.02,9170.0,1584.0,36730.0,53195.0,0.69,61841.0,0.0,101719.0,0.0,0.0,65849.0,31.0,0.0,26.0,17.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,59,19.0,185.0,11258.0,81.0,861.0,6.0,84.0,34378.0,22.7,18.9,182.0,0.5,137.0,0.4,182.0,0.5,14.0,0.0,799.0,2.3,32663.0,95.0,27.0,0.0,50.1,23692.0,71.2
805,Iowa,Adair,78.2,0.0,0.0,0.0,0.0,0.0,108.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,9.0,0.0,0.0,680.0,10.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,236.0,6.0,48.0,3.0,85.0,1177:1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.06,11931.0,144.0,41348.0,46412.0,0.89,55265.0,0.0,0.0,0.0,44750.0,55934.0,50.0,0.0,7.0,23.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,13.0,2250.0,70.0,276.0,9.0,77.0,7059.0,22.1,23.0,50.0,0.7,21.0,0.3,38.0,0.5,3.0,0.0,182.0,2.6,6694.0,94.8,2.0,0.0,50.1,7682.0,100.0
808,Iowa,Appanoose,76.9,0.0,0.0,0.0,0.0,0.0,219.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,10.0,0.0,0.0,1710.0,14.0,707.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,33.0,513.0,8.0,90.0,3.0,48.0,2072:1,133.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,11103.0,-1076.0,36019.0,47212.0,0.76,49737.0,0.0,102708.0,31310.0,0.0,40497.0,53.0,0.0,19.0,25.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,31.0,111.0,3762.0,72.0,616.0,13.0,75.0,12430.0,22.3,24.0,84.0,0.7,43.0,0.3,104.0,0.8,8.0,0.1,301.0,2.4,11740.0,94.4,15.0,0.0,50.3,7507.0,58.3
810,Iowa,Benton,79.4,0.0,0.0,0.0,0.0,0.0,303.0,316.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,8.0,12.0,56.0,1960.0,8.0,1116.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,0.0,0.0,0.0,0.0,0.0,31.0,797.0,5.0,146.0,2.0,83.0,1210:1,258.0,95.0,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.05,11226.0,2272.0,40535.0,54744.0,0.74,72308.0,0.0,0.0,0.0,63405.0,66415.0,31.0,0.0,23.0,20.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,20,18.0,26.0,8433.0,82.0,689.0,7.0,83.0,25414.0,23.1,19.1,183.0,0.7,84.0,0.3,124.0,0.5,14.0,0.1,432.0,1.7,24341.0,95.8,51.0,0.0,49.9,21032.0,80.7
812,Iowa,Boone,78.8,0.0,0.0,0.0,0.0,0.0,317.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,9.0,16.0,71.0,2020.0,8.0,622.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,32.0,841.0,5.0,115.0,2.0,27.0,3754:1,266.0,93.0,0.0,3.3,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.04,10516.0,2654.0,38964.0,51285.0,0.76,70656.0,0.0,0.0,0.0,52778.0,68504.0,32.0,75.0,45.0,21.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,21,29.0,71.0,8444.0,78.0,620.0,6.0,83.0,26277.0,20.9,19.4,305.0,1.2,150.0,0.6,138.0,0.5,7.0,0.0,752.0,2.9,24704.0,94.0,113.0,0.0,49.3,13320.0,50.6
813,Iowa,Bremer,80.8,0.0,0.0,0.0,0.0,0.0,255.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,7.0,33.0,1530.0,6.0,315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,32.0,596.0,4.0,116.0,2.0,138.0,723:1,398.0,96.0,0.0,3.2,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.05,10603.0,2969.0,44863.0,58517.0,0.77,74596.0,0.0,102083.0,0.0,93047.0,72326.0,22.0,0.0,38.0,21.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,23,42.0,89.0,8046.0,83.0,644.0,7.0,86.0,25311.0,22.7,20.1,324.0,1.3,42.0,0.2,315.0,1.2,6.0,0.0,460.0,1.8,23915.0,94.5,104.0,0.0,50.5,15655.0,64.5
816,Iowa,Butler,78.1,0.0,0.0,0.0,0.0,0.0,212.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,9.0,0.0,0.0,1250.0,9.0,284.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,33.0,489.0,6.0,103.0,3.0,63.0,1593:1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.07,11050.0,2291.0,38065.0,51514.0,0.74,54822.0,0.0,0.0,0.0,41625.0,57213.0,30.0,0.0,35.0,27.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,6.0,4756.0,77.0,494.0,8.0,78.0,14333.0,22.3,23.2,38.0,0.3,29.0,0.2,140.0,1.0,4.0,0.0,227.0,1.6,13771.0,96.1,27.0,0.0,50.4,14867.0,100.0
817,Iowa,Calhoun,78.5,0.0,0.0,0.0,0.0,0.0,148.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,9.0,0.0,0.0,850.0,9.0,856.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,33.0,291.0,6.0,69.0,3.0,137.0,729:1,120.0,96.0,0.0,3.3,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.03,10038.0,2338.0,35099.0,47746.0,0.74,62000.0,0.0,0.0,0.0,89188.0,54813.0,39.0,0.0,18.0,23.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,1.0,3229.0,79.0,243.0,6.0,83.0,9473.0,21.2,23.6,239.0,2.5,45.0,0.5,36.0,0.4,0.0,0.0,186.0,2.0,8877.0,93.7,11.0,0.0,47.9,9670.0,100.0
818,Iowa,Carroll,79.7,0.0,0.0,0.0,0.0,0.0,220.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,9.0,17.0,102.0,1540.0,8.0,415.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,30.0,608.0,6.0,117.0,2.0,131.0,766:1,216.0,95.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.05,11201.0,1384.0,37724.0,51321.0,0.74,61701.0,0.0,0.0,0.0,47806.0,59798.0,38.0,80.0,15.0,24.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,20,22.0,91.0,6590.0,76.0,603.0,7.0,81.0,19914.0,24.3,21.3,242.0,1.2,64.0,0.3,116.0,0.6,4.0,0.0,598.0,3.0,18730.0,94.1,69.0,0.0,50.3,10832.0,52.0
819,Iowa,Cass,75.6,0.0,0.0,0.0,0.0,0.0,238.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,10.0,0.0,0.0,1410.0,11.0,1274.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,32.0,610.0,9.0,102.0,4.0,109.0,916:1,268.0,87.0,0.0,3.2,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.07,10768.0,-35.0,38173.0,48064.0,0.79,55301.0,0.0,32917.0,0.0,50339.0,52475.0,44.0,0.0,31.0,25.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,32.0,92.0,4289.0,73.0,429.0,8.0,79.0,12817.0,22.3,23.7,55.0,0.4,64.0,0.5,59.0,0.5,83.0,0.6,392.0,3.1,12112.0,94.5,114.0,1.0,50.7,7485.0,53.6
820,Iowa,Cedar,81.2,0.0,0.0,0.0,0.0,0.0,182.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,8.0,9.0,57.0,1210.0,7.0,895.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,526.0,5.0,106.0,3.0,49.0,2054:1,251.0,88.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,12225.0,4102.0,39853.0,52869.0,0.75,68592.0,0.0,0.0,0.0,43359.0,69766.0,30.0,0.0,50.0,21.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,26.0,6008.0,80.0,496.0,7.0,82.0,18485.0,21.5,20.7,147.0,0.8,45.0,0.2,108.0,0.6,12.0,0.1,435.0,2.4,17529.0,94.8,77.0,0.0,50.2,15432.0,83.4
